author,title,funding,citations,date,link
"Kalonda, LM",MATHEMATICAL PROGRAMMING PROBLEMS WITH SEVERAL FUZZY OBJECTIVE FUNCTIONS,,1,2013,http://dx.doi.org/10.1142/S0218488513400047
"Joseph, RM",MATHEMATICAL PROGRAMMING PROBLEMS WITH SEVERAL FUZZY OBJECTIVE FUNCTIONS,,1,2013,http://dx.doi.org/10.1142/S0218488513400047
"Nelwamondo, FV",Techniques for handling missing data: Applications to online condition monitoring,,7,2008,
"Marwala, T",Techniques for handling missing data: Applications to online condition monitoring,,7,2008,
"Pretorius, A",On the expected behaviour of noise regularised deep neural networks as Gaussian processes,,1,2020,http://dx.doi.org/10.1016/j.patrec.2020.06.027
"Kamper, H",On the expected behaviour of noise regularised deep neural networks as Gaussian processes,,1,2020,http://dx.doi.org/10.1016/j.patrec.2020.06.027
"Kroon, S",On the expected behaviour of noise regularised deep neural networks as Gaussian processes,,1,2020,http://dx.doi.org/10.1016/j.patrec.2020.06.027
"BRINK, AD",GREY-LEVEL THRESHOLDING OF IMAGES USING A CORRELATION CRITERION,,65,1989,http://dx.doi.org/10.1016/0167-8655(89)90062-7
"Segun, ST",From machine ethics to computational ethics,,6,2021,http://dx.doi.org/10.1007/s00146-020-01010-1
"Khan, T",The Impact of an Augmented Reality Application on Learning Motivation of Students,,74,2019,http://dx.doi.org/10.1155/2019/7208494
"Johnston, K",The Impact of an Augmented Reality Application on Learning Motivation of Students,,74,2019,http://dx.doi.org/10.1155/2019/7208494
"Ophoff, J",The Impact of an Augmented Reality Application on Learning Motivation of Students,,74,2019,http://dx.doi.org/10.1155/2019/7208494
"Obiedkov, S",On lattices in access control models,,4,2006,
"Kourie, DG",On lattices in access control models,,4,2006,
"Eloff, JHP",On lattices in access control models,,4,2006,
"Apostoli, PJ",Proximity spaces of exact sets,,0,2005,
"Kanda, A",Proximity spaces of exact sets,,0,2005,
"Aldrich, C",Visualization of transformed multivariate data sets with autoassociative neural networks,,27,1998,http://dx.doi.org/10.1016/S0167-8655(98)00054-3
"Agushaka, JO",Evaluation of several initialization methods on arithmetic optimization algorithm performance,Tertiary Education Trust Fund,4,2022,http://dx.doi.org/10.1515/jisys-2021-0164
"Ezugwu, AE",Evaluation of several initialization methods on arithmetic optimization algorithm performance,Tertiary Education Trust Fund,4,2022,http://dx.doi.org/10.1515/jisys-2021-0164
"Engelbrecht, AP",Particle swarm optimization with crossover: a review and empirical analysis,,35,2016,http://dx.doi.org/10.1007/s10462-015-9445-7
"Atangana, A",A novel model for the lassa hemorrhagic fever: deathly disease for pregnant women,,55,2015,http://dx.doi.org/10.1007/s00521-015-1860-9
"Ewert, S",Generating pictures using random permitting context,,9,1999,http://dx.doi.org/10.1142/S0218001499000197
"van der Walt, A",Generating pictures using random permitting context,,9,1999,http://dx.doi.org/10.1142/S0218001499000197
"Mathonsi, TE",Enhanced Resource Allocation Algorithm for Heterogeneous Wireless Networks,Tshwane University of Technology,1,2020,
"Tshilongamulenzhe, TM",Enhanced Resource Allocation Algorithm for Heterogeneous Wireless Networks,Tshwane University of Technology,1,2020,
"Buthelezi, BE",Enhanced Resource Allocation Algorithm for Heterogeneous Wireless Networks,Tshwane University of Technology,1,2020,
"Wasonga, F",Improved Two-Stage Spectrum Sensing for Cognitive Radio Networks,National Research Fund South Africa (NRF); Council of Scientific and Industrial Research (CSIR)(Council of Scientific & Industrial Research (CSIR) - India); Tshwane University of Technology (TUT),0,2019,http://dx.doi.org/10.20965/jaciii.2019.p1052
"Olwal, TO",Improved Two-Stage Spectrum Sensing for Cognitive Radio Networks,National Research Fund South Africa (NRF); Council of Scientific and Industrial Research (CSIR)(Council of Scientific & Industrial Research (CSIR) - India); Tshwane University of Technology (TUT),0,2019,http://dx.doi.org/10.20965/jaciii.2019.p1052
"Abu-Mahfouz, A",Improved Two-Stage Spectrum Sensing for Cognitive Radio Networks,National Research Fund South Africa (NRF); Council of Scientific and Industrial Research (CSIR)(Council of Scientific & Industrial Research (CSIR) - India); Tshwane University of Technology (TUT),0,2019,http://dx.doi.org/10.20965/jaciii.2019.p1052
"Moremedi, K",Towards a comparative evaluation of text-based specification formalisms and diagrammatic notations,,0,2019,http://dx.doi.org/10.1504/IJDMMM.2019.100386
"Van der Poll, JA",Towards a comparative evaluation of text-based specification formalisms and diagrammatic notations,,0,2019,http://dx.doi.org/10.1504/IJDMMM.2019.100386
"Farayola, AM",EFFICIENT PHOTOVOLTAIC MPPT SYSTEM USING COARSE GAUSSIAN SUPPORT VECTOR MACHINE AND ARTIFICIAL NEURAL NETWORK TECHNIQUES,,19,2018,http://dx.doi.org/10.24507/ijicic.14.01.323
"Hasan, AN",EFFICIENT PHOTOVOLTAIC MPPT SYSTEM USING COARSE GAUSSIAN SUPPORT VECTOR MACHINE AND ARTIFICIAL NEURAL NETWORK TECHNIQUES,,19,2018,http://dx.doi.org/10.24507/ijicic.14.01.323
"Ali, A",EFFICIENT PHOTOVOLTAIC MPPT SYSTEM USING COARSE GAUSSIAN SUPPORT VECTOR MACHINE AND ARTIFICIAL NEURAL NETWORK TECHNIQUES,,19,2018,http://dx.doi.org/10.24507/ijicic.14.01.323
"du Plessis, MC",INCORPORATING STRUCTURED TEXT RETRIEVAL INTO THE EXTENDED BOOLEAN MODEL,,1,2009,
"de Kock, GD",INCORPORATING STRUCTURED TEXT RETRIEVAL INTO THE EXTENDED BOOLEAN MODEL,,1,2009,
"Gruner, S",Comments on 'How would you know if you synthesized a thinking thing',,0,2008,http://dx.doi.org/10.1007/s11023-007-9087-x
"Britz, K",Semiring-valued satisfiability,,0,2003,
"Heidema, J",Semiring-valued satisfiability,,0,2003,
"Dohnal, M",A chaos-based analysis of discriminative power of fuzzy models,,4,1996,
"Adegun, A",Deep learning techniques for skin lesion analysis and melanoma cancer detection: a survey of state-of-the-art,,45,2021,http://dx.doi.org/10.1007/s10462-020-09865-y
"Viriri, S",Deep learning techniques for skin lesion analysis and melanoma cancer detection: a survey of state-of-the-art,,45,2021,http://dx.doi.org/10.1007/s10462-020-09865-y
"Edwards, S",Heart intelligence: heuristic phenomenological investigation into the coherence experience using HeartMath methods,South African National Research Foundation (NRF)(National Research Foundation - South Africa),1,2019,http://dx.doi.org/10.1007/s00146-017-0767-7
"Twala, B",When Partly Missing Data Matters in Software Effort Development Prediction,Institute for Intelligent Systems at the University of Johannesburg in South Africa,1,2017,http://dx.doi.org/10.20965/jaciii.2017.p0803
"Msiza, IS",FINGERPRINT SEGMENTATION: AN INVESTIGATION OF VARIOUS TECHNIQUES AND A PARAMETER STUDY OF A VARIANCE-BASED METHOD,,7,2011,
"Mathekga, ME",FINGERPRINT SEGMENTATION: AN INVESTIGATION OF VARIOUS TECHNIQUES AND A PARAMETER STUDY OF A VARIANCE-BASED METHOD,,7,2011,
"Nelwamondo, FV",FINGERPRINT SEGMENTATION: AN INVESTIGATION OF VARIOUS TECHNIQUES AND A PARAMETER STUDY OF A VARIANCE-BASED METHOD,,7,2011,
"Marwala, T",FINGERPRINT SEGMENTATION: AN INVESTIGATION OF VARIOUS TECHNIQUES AND A PARAMETER STUDY OF A VARIANCE-BASED METHOD,,7,2011,
"Mathonsi, T",Multivariate anomaly detection based on prediction intervals constructed using deep learning,,1,,http://dx.doi.org/10.1007/s00521-021-06697-x
"van Zyl, TL",Multivariate anomaly detection based on prediction intervals constructed using deep learning,,1,,http://dx.doi.org/10.1007/s00521-021-06697-x
"Ewert, S",Generating pictures using random forbidding context,,9,1998,http://dx.doi.org/10.1142/S0218001498000518
"van der Walt, A",Generating pictures using random forbidding context,,9,1998,http://dx.doi.org/10.1142/S0218001498000518
"Abdulkarim, SA",Time Series Forecasting Using Neural Networks: Are Recurrent Connections Necessary?,,3,2019,http://dx.doi.org/10.1007/s11063-019-10061-5
"Engelbrecht, AP",Time Series Forecasting Using Neural Networks: Are Recurrent Connections Necessary?,,3,2019,http://dx.doi.org/10.1007/s11063-019-10061-5
"Brummer, N",Application-independent evaluation of speaker detection,,344,2006,http://dx.doi.org/10.1016/j.csl.2005.08.001
"du Preez, J",Application-independent evaluation of speaker detection,,344,2006,http://dx.doi.org/10.1016/j.csl.2005.08.001
"ROCK, S","ROBOT-TECHNOLOGY, VOL 1, MODELING AND CONTROL, VOL 2, INTERACTION WITH THE ENVIRONMENT - COIFFET,P",,0,1987,http://dx.doi.org/10.1016/0004-3702(87)90057-9
"Joubert, D",Pose Uncertainty in Occupancy Grids through Monte Carlo Integration,,4,2015,http://dx.doi.org/10.1007/s10846-014-0093-y
"Brink, W",Pose Uncertainty in Occupancy Grids through Monte Carlo Integration,,4,2015,http://dx.doi.org/10.1007/s10846-014-0093-y
"Herbst, B",Pose Uncertainty in Occupancy Grids through Monte Carlo Integration,,4,2015,http://dx.doi.org/10.1007/s10846-014-0093-y
"Stander, L",Surrogate-assisted evolutionary multi-objective optimisation applied to a pressure swing adsorption system,,0,,http://dx.doi.org/10.1007/s00521-022-07295-1
"Woolway, M",Surrogate-assisted evolutionary multi-objective optimisation applied to a pressure swing adsorption system,,0,,http://dx.doi.org/10.1007/s00521-022-07295-1
"Van Zyl, TL",Surrogate-assisted evolutionary multi-objective optimisation applied to a pressure swing adsorption system,,0,,http://dx.doi.org/10.1007/s00521-022-07295-1
"Smith, J","Hey, Google, leave those kids alone: Against hypernudging children in the age of big data",School for Data Science and Computational Thinking at Stellenbosch University,0,,http://dx.doi.org/10.1007/s00146-021-01314-w
"de Villiers-Botha, T","Hey, Google, leave those kids alone: Against hypernudging children in the age of big data",School for Data Science and Computational Thinking at Stellenbosch University,0,,http://dx.doi.org/10.1007/s00146-021-01314-w
"Gadebe, ML",Smartphone Naive Bayes Human Activity Recognition Using Personalized Datasets,"Faculty of Information Communication Technology, Tshwane University of Technology; Department of Computer Science, Tshwane University of Technology",1,2020,
"Kogeda, OP",Smartphone Naive Bayes Human Activity Recognition Using Personalized Datasets,"Faculty of Information Communication Technology, Tshwane University of Technology; Department of Computer Science, Tshwane University of Technology",1,2020,
"Ojo, SO",Smartphone Naive Bayes Human Activity Recognition Using Personalized Datasets,"Faculty of Information Communication Technology, Tshwane University of Technology; Department of Computer Science, Tshwane University of Technology",1,2020,
"Machowski, LA",Using an object oriented calculation process framework and neural networks for classification of image shapes,,8,2005,
"Marwala, T",Using an object oriented calculation process framework and neural networks for classification of image shapes,,8,2005,
"Walsh, D",Automatic detection of film orientation with support vector machines,,0,2002,
"Omlin, C",Automatic detection of film orientation with support vector machines,,0,2002,
"Doorsamy, W",Investigation of PCA as a compression pre-processing tool for X-ray image classification,,1,,http://dx.doi.org/10.1007/s00521-020-05668-y
"Rameshar, V",Investigation of PCA as a compression pre-processing tool for X-ray image classification,,1,,http://dx.doi.org/10.1007/s00521-020-05668-y
"Matindife, L",Image-based mains signal disaggregation and load recognition,National Research Foundation; Eskom Tertiary Education Support Programme Grant; URC of University of Johannesburg,6,2021,http://dx.doi.org/10.1007/s40747-020-00254-0
"Sun, YX",Image-based mains signal disaggregation and load recognition,National Research Foundation; Eskom Tertiary Education Support Programme Grant; URC of University of Johannesburg,6,2021,http://dx.doi.org/10.1007/s40747-020-00254-0
"Wang, ZH",Image-based mains signal disaggregation and load recognition,National Research Foundation; Eskom Tertiary Education Support Programme Grant; URC of University of Johannesburg,6,2021,http://dx.doi.org/10.1007/s40747-020-00254-0
"Abdella, M",The use of genetic algorithms and neural networks to approximate missing data in database,,16,2005,
"Marwala, T",The use of genetic algorithms and neural networks to approximate missing data in database,,16,2005,
"Pretorius, CJ",Evolutionary Robotics Applied to Hexapod Locomotion: a Comparative Study of Simulation Techniques,National Research Foundation (NRF),5,2019,http://dx.doi.org/10.1007/s10846-019-00989-0
"du Plessis, MC",Evolutionary Robotics Applied to Hexapod Locomotion: a Comparative Study of Simulation Techniques,National Research Foundation (NRF),5,2019,http://dx.doi.org/10.1007/s10846-019-00989-0
"Gonsalves, JW",Evolutionary Robotics Applied to Hexapod Locomotion: a Comparative Study of Simulation Techniques,National Research Foundation (NRF),5,2019,http://dx.doi.org/10.1007/s10846-019-00989-0
"O'Reilly, J",Supplementary-architecture weight-optimization neural networks,National Research Foundation of South Africa(National Research Foundation - South Africa),0,2022,http://dx.doi.org/10.1007/s00521-022-07035-5
"Pillay, N",Supplementary-architecture weight-optimization neural networks,National Research Foundation of South Africa(National Research Foundation - South Africa),0,2022,http://dx.doi.org/10.1007/s00521-022-07035-5
"Nefdt, RM",A Puzzle concerning Compositionality in Machines,,7,2020,http://dx.doi.org/10.1007/s11023-020-09519-6
"Adewumi, AO",An improved particle swarm optimiser based on swarm success rate for global optimisation problems,"College of Agriculture, Engineering and Sciences, University of Kwazulu-Natal, South Africa",14,2016,http://dx.doi.org/10.1080/0952813X.2014.971444
"Arasomwan, AM",An improved particle swarm optimiser based on swarm success rate for global optimisation problems,"College of Agriculture, Engineering and Sciences, University of Kwazulu-Natal, South Africa",14,2016,http://dx.doi.org/10.1080/0952813X.2014.971444
